order_id,user_id,amount,quantity,created_at,status
A1165,0492,326.62,6,2025-08-06T16:31:00Z,Refunded
A3265,0414,305.58,9,2025-08-22T18:21:00Z,paid
A2452,0969,252.54,1,2025-07-01T13:48:00Z,Paid
A1430,0811,137.67,2,2025-04-24T01:58:00Z,refunded
A4882,0627,491.27,4,2025-01-15T01:41:00Z,Pending
A0887,0415,213.34,8,2025-08-01T03:26:00Z,Paid
A4905,0389,462.39,2,2025-04-03T16:13:00Z,refund
A0056,0631,130.28,9,,Pending
A0499,0750,205.83,8,2025-02-20T22:36:00Z,refunded
A3811,0193,95.24,2,2025-08-16T11:21:00Z,refund
A4963,0658,67.07,9,2025-11-24T05:43:00Z,Refunded
A3914,0245,459.07,2,2025-01-08T01:49:00Z,paid
A3256,0675,218.01,8,2025-11-05T14:29:00Z,
A4548,0205,264.18,9,2025-03-13T13:44:00Z,refund
A4269,0422,377.39,2,,refunded
A3739,0295,465.11,7,2025-07-17T17:17:00Z,Pending
A3815,0946,325.79,4,2025-09-20T04:33:00Z,Refunded
A0461,0992,321.53,8,2025-07-31T23:48:00Z,
A0005,0623,,9,2025-08-24T09:16:00Z,refunded
A1399,0542,212.83,1,2025-12-22T11:14:00Z,Refunded
A4488,0334,225.29,,2025-05-20T14:10:00Z,paid
A2362,0949,417.35,9,2025-11-12T11:01:00Z,PAID
A0972,0227,441.17,9,2025-01-17T00:16:00Z,Refunded
A2398,0845,386.23,5,2025-09-19T08:48:00Z,refund
A3301,0176,,4,2025-04-10T05:19:00Z,Refunded
A3820,0733,453.12,1,2025-04-28T20:36:00Z,Pending
A3460,0778,148.84,6,2025-04-09T11:40:00Z,
A0313,0247,241.65,6,2025-04-27T02:40:00Z,Pending
A4480,0440,391.09,1,2025-11-09T17:05:00Z,PAID
A1975,0868,400.85,3,2025-09-23T17:36:00Z,Pending
A0010,0561,438.5,2,2025-03-29T07:50:00Z,refunded
A3443,0038,,8,2025-10-16T04:07:00Z,Paid
A4924,0407,301.25,6,2025-08-04T04:27:00Z,paid
A4447,0562,365.62,7,2025-12-14T20:52:00Z,PAID
A0762,0682,138.68,6,2025-03-09T13:29:00Z,PAID
A2506,0897,166.9,6,2025-12-14T14:13:00Z,refunded
A1950,0370,109.38,9,2025-08-14T16:32:00Z,Refunded
A3347,0027,295.9,8,2025-07-26T10:42:00Z,Paid
A1793,0689,142.08,2,2025-03-11T00:06:00Z,Refunded
A0603,0447,377.79,3,,Pending
A4100,0823,198.06,,2025-06-18T20:07:00Z,refunded
A1437,0115,,4,2025-09-08T16:31:00Z,Refunded
A2861,0212,69.78,5,2025-11-03T16:33:00Z,Pending
A1825,0899,267.84,9,,Paid
A2099,0464,204.2,1,2025-05-14T02:50:00Z,refund
A4755,0589,327.1,3,2025-08-08T03:49:00Z,refunded
A0141,0385,126.9,9,2025-08-07T01:40:00Z,refunded
A3312,0399,184.89,1,2025-08-22T05:59:00Z,refund
A4166,0438,390.3,1,2025-02-15T23:23:00Z,paid
A0610,0361,404.26,,2025-05-16T16:34:00Z,refund
A4843,0171,195.64,8,2025-09-23T01:59:00Z,refunded
A0199,0915,125.57,7,2025-07-07T11:42:00Z,Paid
A3316,0918,413.97,2,2025-01-14T17:50:00Z,Paid
A2048,0780,439.96,3,2025-08-06T18:28:00Z,
A1371,0136,,1,2025-08-04T09:51:00Z,refund
A4769,0270,414.3,4,2025-08-28T04:35:00Z,refunded
A2015,0886,256.36,5,2025-07-17T16:08:00Z,Refunded
A1297,0765,85.14,6,2025-02-27T11:11:00Z,
A4767,0057,,4,2025-12-10T03:17:00Z,Refunded
A4182,0995,306.17,,2025-05-01T08:36:00Z,Refunded
A2762,0123,375.96,9,2025-05-15T07:28:00Z,paid
A2746,0326,178.39,9,,refunded
A2308,0085,,6,2025-09-25T04:52:00Z,Refunded
A3828,0244,455.54,3,2025-02-17T07:32:00Z,Refunded
A4310,0985,451.4,3,2025-08-31T13:17:00Z,refunded
A3816,0162,,7,2025-07-13T05:21:00Z,
A3596,0269,64.6,5,2025-10-28T15:27:00Z,Paid
A0858,0104,157.32,7,2025-10-04T12:51:00Z,Paid
A1013,0399,25.82,1,2025-03-28T13:13:00Z,Pending
A3486,0055,115.7,3,2025-05-10T09:38:00Z,refund
A1816,0044,350.68,7,2025-10-26T10:12:00Z,Pending
A4928,0819,446.28,6,2025-01-10T08:27:00Z,PAID
A2488,0278,210.88,3,2025-11-24T12:15:00Z,
A3929,0389,439.74,7,2025-09-22T06:58:00Z,Refunded
A2072,0946,153.02,1,2025-08-05T01:51:00Z,refund
A1564,0902,180.72,4,2025-04-27T17:53:00Z,
A4890,0267,,3,2025-07-17T05:27:00Z,Paid
A1460,0792,191.51,7,2025-10-27T08:26:00Z,PAID
A1966,0904,463.73,7,2025-04-07T19:17:00Z,refunded
A1949,0377,167.73,5,2025-07-09T04:15:00Z,Paid
A3673,0216,313.6,3,2025-01-29T09:58:00Z,Refunded
A4736,0355,178.75,7,2025-01-04T08:57:00Z,refund
A4061,0192,303.61,7,2025-12-16T13:01:00Z,Paid
A3194,0336,437.54,5,2025-08-24T05:43:00Z,Paid
A2027,0121,459.49,5,,refund
A3330,0576,344.77,,2025-04-17T06:02:00Z,
A4842,0282,127.89,4,2025-05-24T02:02:00Z,paid
A0967,0799,335.14,,2025-09-22T08:53:00Z,refunded
A3908,0568,69.92,9,2025-04-21T11:34:00Z,refunded
A0949,0089,284.87,1,2025-10-21T18:36:00Z,paid
A0699,0555,8.29,,2025-03-14T14:03:00Z,Paid
A4624,0182,60.18,8,2025-11-17T04:56:00Z,Pending
A4381,0690,269.53,1,2025-05-12T00:02:00Z,refunded
A0080,0822,304.39,2,2025-04-03T19:12:00Z,Pending
A0899,0151,320.04,8,2025-04-19T03:11:00Z,refunded
A2809,0656,96.82,7,2025-03-29T11:53:00Z,PAID
A0939,0819,288.98,,2025-04-10T15:01:00Z,Pending
A0070,0060,87.52,9,2025-05-16T20:30:00Z,Refunded
A3911,0891,72.29,,2025-08-28T23:20:00Z,Refunded
A1780,0303,105.77,8,2025-10-17T10:54:00Z,Refunded
A2665,0137,404.11,4,2025-10-20T15:11:00Z,Paid
A1697,0089,416.67,1,2025-06-25T22:44:00Z,refunded
A1403,0940,479.82,3,2025-06-16T10:04:00Z,Refunded
A2236,0140,446.9,8,2025-02-23T20:06:00Z,Pending
A0682,0547,97.62,1,2025-07-16T22:53:00Z,PAID
A0174,0660,352.76,8,2025-05-01T05:33:00Z,PAID
A1719,0758,49.14,7,,Pending
A1782,0506,207.28,4,2025-12-20T12:40:00Z,Refunded
A2883,0141,,6,2025-09-19T10:30:00Z,PAID
A4235,1000,272.73,9,2025-04-16T04:29:00Z,
A0783,0211,465.98,8,2025-01-19T13:54:00Z,PAID
A1014,0210,488.54,5,2025-11-09T17:17:00Z,PAID
A0119,0621,367.18,1,2025-07-23T10:44:00Z,refunded
A4401,0618,9.2,9,2025-12-17T17:30:00Z,paid
A0673,0901,79.48,8,2025-08-03T11:09:00Z,
A0124,0079,29.76,6,,refund
A2155,0017,130.54,4,2025-06-06T18:33:00Z,refunded
A0505,0596,77.09,1,2025-10-25T22:23:00Z,Paid
A3533,0519,317.38,1,2025-11-15T00:40:00Z,PAID
A0086,0338,157.55,2,2025-05-22T22:12:00Z,
A3451,0864,391.06,5,2025-03-20T13:09:00Z,Refunded
A0723,0018,475.81,9,2025-09-09T04:35:00Z,Paid
A1880,0745,26.21,9,2025-06-09T15:52:00Z,Paid
A2856,0633,494.78,7,2025-03-19T06:24:00Z,Refunded
A4531,0433,171.73,,2025-09-01T22:47:00Z,Paid
A4081,0002,307.99,1,2025-11-19T04:48:00Z,Paid
A3333,0739,20.77,,,refund
A0098,0126,213.69,9,2025-10-24T16:43:00Z,refunded
A2979,0586,143.52,3,2025-03-01T23:54:00Z,Refunded
A1826,0740,222.77,7,2025-07-18T15:34:00Z,PAID
A2457,0722,163.51,9,2025-02-10T12:45:00Z,Paid
A3646,0530,,1,,Pending
A0064,0633,122.47,4,2025-06-04T06:36:00Z,refunded
A1774,0189,121.5,1,2025-02-09T13:17:00Z,
A2487,0510,245.45,8,2025-10-04T10:50:00Z,Pending
A4986,0368,473.77,5,2025-09-10T03:32:00Z,PAID
A4351,0458,,3,2025-08-08T03:54:00Z,Refunded
A2191,0091,399.25,4,2025-12-09T07:53:00Z,Paid
A3046,0022,278.04,4,2025-04-21T11:22:00Z,PAID
A3064,0452,439.19,9,2025-06-16T14:38:00Z,PAID
A4099,0749,382.08,5,2025-06-14T14:29:00Z,paid
A2996,0836,331.24,4,2025-03-08T06:52:00Z,Pending
A3212,0851,78.67,5,2025-04-02T00:15:00Z,Pending
A2674,0939,464.53,3,2025-08-03T12:45:00Z,refund
A1454,0415,283.94,1,2025-07-17T09:57:00Z,
A1455,0642,499.54,,2025-09-12T19:44:00Z,Pending
A2269,0576,457.83,,2025-08-12T14:00:00Z,Paid
A4144,0358,68.75,5,2025-10-25T01:17:00Z,Paid
A3509,0483,454.31,2,2025-08-13T14:49:00Z,Refunded
A0870,0033,453.53,8,2025-07-30T23:14:00Z,Paid
A0129,0851,270.38,4,2025-03-26T06:21:00Z,Pending
A1856,0733,212.05,6,2025-08-16T17:54:00Z,refunded
A0190,0849,86.07,6,2025-07-27T19:01:00Z,PAID
A0577,0899,308.61,6,,paid
A3429,0474,311.12,6,2025-01-12T07:25:00Z,Pending
A4297,0679,211.14,2,2025-04-19T22:51:00Z,PAID
A0565,0807,254.78,,2025-12-22T14:16:00Z,PAID
A3172,0511,311.73,4,2025-10-31T06:15:00Z,refunded
A2230,0869,292.07,9,2025-04-25T09:33:00Z,
A1990,0347,141.92,8,2025-11-16T23:51:00Z,PAID
A4738,0287,,5,2025-03-01T23:41:00Z,refund
A0244,0539,,3,2025-08-08T15:35:00Z,
A2263,0179,455.63,3,2025-07-27T11:46:00Z,refund
A0220,0877,212.13,8,2025-02-15T15:20:00Z,PAID
A3675,0099,114.73,5,2025-10-18T07:54:00Z,Pending
A0658,0026,370.72,3,2025-08-10T05:34:00Z,Pending
A3749,0377,290.6,5,2025-08-05T06:03:00Z,Pending
A4724,0658,304.0,,,paid
A0984,0080,149.44,1,2025-07-23T05:47:00Z,Paid
A1153,0773,243.78,5,2025-02-25T15:53:00Z,PAID
A1450,0236,156.79,3,2025-03-03T05:36:00Z,Pending
A4105,0457,498.3,5,2025-07-13T20:25:00Z,paid
A4473,0157,282.94,3,2025-10-02T02:31:00Z,refunded
A0230,0001,12.98,1,2025-02-19T06:19:00Z,refund
A0971,0305,273.66,5,2025-05-31T14:11:00Z,paid
A3452,0210,241.78,5,2025-10-24T00:52:00Z,Refunded
A0213,0507,458.89,1,2025-10-03T08:58:00Z,refunded
A0769,0328,288.46,8,2025-07-15T02:00:00Z,PAID
A4605,0603,378.23,2,2025-04-16T14:24:00Z,Refunded
A1945,0184,405.69,,2025-02-10T07:33:00Z,Refunded
A0068,0107,,8,2025-10-03T17:52:00Z,Paid
A2298,0568,392.15,1,2025-12-10T06:26:00Z,Paid
A3845,0097,299.44,9,2025-03-29T15:17:00Z,paid
A0035,0498,343.13,9,2025-01-04T20:40:00Z,paid
A0063,0215,364.03,3,2025-07-07T11:42:00Z,refunded
A0134,0313,165.58,6,2025-05-31T10:57:00Z,refund
A0149,0865,273.38,4,,refunded
A4926,0972,490.57,1,2025-08-14T00:09:00Z,Refunded
A3436,0937,,5,2025-08-12T11:38:00Z,PAID
A1588,0468,102.15,7,2025-03-23T21:53:00Z,Paid
A2483,0013,146.31,3,2025-11-07T22:29:00Z,Paid
A0827,0661,224.75,,2025-01-23T19:49:00Z,paid
A1067,0531,,5,2025-12-16T23:20:00Z,Paid
A0902,0684,,3,2025-02-24T06:26:00Z,Paid
A0944,0823,114.31,5,2025-10-16T03:03:00Z,refund
A3766,0257,52.43,7,2025-07-22T18:01:00Z,Refunded
A2750,0588,432.06,2,2025-01-18T08:18:00Z,Refunded
A1656,0779,383.24,8,2025-03-31T20:32:00Z,Refunded
A2311,0870,124.09,7,,paid
A0048,0756,,4,,Refunded
A0158,0087,89.69,8,2025-11-11T12:31:00Z,refunded
A0048,0756,,4,2025-07-05T13:53:00Z,refunded
A4609,0172,284.16,7,2025-07-27T17:21:00Z,Paid
A0966,0673,313.19,3,2025-03-24T12:09:00Z,
A1623,0442,397.85,8,2025-05-27T08:38:00Z,Paid
A3656,0158,324.82,8,2025-02-25T16:55:00Z,Paid
A2176,0078,334.05,3,2025-03-10T06:55:00Z,PAID
A4440,0171,8.64,9,2025-06-17T00:40:00Z,Paid
A1783,0601,,1,2025-11-20T07:31:00Z,refunded
A0906,0766,412.71,1,2025-01-02T10:57:00Z,Refunded
A0268,0868,340.46,1,2025-07-26T08:54:00Z,Paid
A1348,0547,267.62,6,2025-01-17T00:55:00Z,refund
A0144,0433,303.81,4,2025-01-22T11:12:00Z,
A0108,0780,,6,2025-06-27T21:38:00Z,refunded
A3207,0144,55.23,9,2025-02-07T21:54:00Z,
A3768,0003,217.27,3,2025-11-19T05:48:00Z,refund
A1677,0795,396.06,1,2025-01-02T17:50:00Z,Refunded
A3763,0796,286.46,1,2025-06-23T13:35:00Z,paid
A2995,0944,,3,2025-10-19T13:48:00Z,refunded
A4902,0512,318.79,3,,paid
A2922,0951,64.65,7,2025-03-18T02:43:00Z,Pending
A0491,0308,329.95,2,2025-08-10T17:53:00Z,Refunded
A0957,0258,75.47,5,2025-08-01T07:19:00Z,paid
A2710,0268,351.44,2,2025-07-24T01:28:00Z,refund
A0364,0138,23.07,1,2025-02-15T12:47:00Z,Paid
A0130,0672,342.62,6,,refunded
A0560,0537,234.34,5,2025-04-04T02:36:00Z,PAID
A0021,0471,385.58,,2025-05-06T01:43:00Z,Paid
A3699,0868,216.25,4,,Refunded
A0225,0979,,8,2025-07-09T06:46:00Z,refunded
A0925,0126,68.68,1,,Refunded
A1792,0946,381.2,5,2025-02-28T06:16:00Z,
A0850,0311,,5,2025-08-21T08:32:00Z,Pending
A0897,0280,222.15,2,2025-02-24T06:24:00Z,paid
A3603,0178,232.61,8,2025-05-14T06:25:00Z,PAID
A0192,0954,54.52,2,2025-10-30T05:05:00Z,Pending
A3284,0350,277.24,8,,refund
A0755,0652,324.31,5,,
A0485,0379,15.05,8,2025-02-10T02:01:00Z,Paid
A3926,0540,471.25,6,2025-10-09T04:54:00Z,PAID
A2329,0864,245.37,4,2025-09-12T17:00:00Z,PAID
A1848,0663,333.94,,2025-09-26T10:35:00Z,Pending
A2006,0302,112.92,2,2025-11-19T00:44:00Z,Paid
A1220,0784,485.16,1,2025-04-23T23:27:00Z,refunded
A3842,0315,164.1,6,2025-01-15T15:10:00Z,Refunded
A3542,0746,367.24,7,2025-09-30T06:45:00Z,paid
A4399,0244,243.68,7,,refund
A0425,0972,141.79,2,2025-11-04T13:12:00Z,PAID
A3122,0752,350.88,3,2025-07-21T08:11:00Z,Pending
A1601,0427,108.54,8,2025-09-27T17:32:00Z,refunded
A3437,0971,13.07,1,,
A1260,0528,275.31,8,2025-02-05T23:24:00Z,refunded
A1306,0286,34.53,5,2025-10-31T14:21:00Z,Pending
A3216,0790,409.75,7,2025-01-30T06:54:00Z,refunded
A0818,0741,496.79,7,2025-07-06T13:50:00Z,paid
A1820,0033,213.79,2,2025-01-22T07:03:00Z,Pending
A3350,0484,499.52,3,,PAID
A4377,0053,488.93,4,2025-05-03T22:00:00Z,paid
A4350,0197,,3,2025-01-19T20:08:00Z,
A0668,0221,486.36,6,2025-09-26T04:59:00Z,refunded
A2217,0440,250.3,5,2025-04-03T23:03:00Z,refunded
A2186,0758,368.61,,2025-05-31T16:00:00Z,Pending
A2476,0347,495.13,6,2025-04-13T09:41:00Z,
A4575,0653,253.57,5,2025-12-22T20:41:00Z,Refunded
A4196,0724,287.16,5,2025-05-25T12:33:00Z,refund
A4411,0252,,6,2025-09-26T21:33:00Z,Paid
A2203,0759,83.22,1,,
A4561,0467,223.75,5,2025-12-14T09:59:00Z,PAID
A1387,0729,26.91,2,,Pending
A3059,0282,122.38,,2025-05-21T03:54:00Z,Paid
A4227,0244,,2,2025-02-06T03:50:00Z,Refunded
A3781,0265,459.37,9,2025-05-14T04:20:00Z,refund
A3717,0539,483.17,4,2025-11-24T17:16:00Z,
A2800,0644,104.64,1,2025-01-15T14:54:00Z,Paid
A1953,0120,439.63,7,2025-11-16T11:39:00Z,Pending
A4164,0728,55.96,7,2025-04-23T21:08:00Z,refund
A2019,0043,,5,2025-09-09T05:56:00Z,refund
A2847,0482,94.66,,2025-03-06T10:25:00Z,Refunded
A3620,0726,141.75,7,2025-04-25T08:37:00Z,Refunded
A2112,0965,97.54,6,2025-07-03T14:11:00Z,Refunded
A2748,0235,316.88,,2025-10-15T05:16:00Z,refunded
A0910,0891,,1,2025-04-10T00:56:00Z,refund
A1658,0285,331.77,1,,refund
A1288,0909,301.75,1,2025-07-03T04:48:00Z,PAID
A0104,0257,415.61,3,2025-08-24T21:22:00Z,refunded
A2348,0109,141.45,5,2025-10-03T14:16:00Z,
A2530,0256,164.86,2,2025-08-23T03:10:00Z,Pending
A4571,0111,151.01,3,2025-01-16T09:55:00Z,Refunded
A1542,0294,176.67,9,,PAID
A0440,0057,345.38,6,2025-09-21T15:21:00Z,Pending
A1483,0312,151.61,1,2025-05-17T20:59:00Z,PAID
A0027,0293,173.94,1,2025-02-24T12:46:00Z,Pending
A0651,0628,,9,2025-11-19T09:39:00Z,refund
A3868,0638,332.3,9,2025-01-27T16:51:00Z,Paid
A0135,0027,461.53,7,2025-09-01T02:51:00Z,refunded
A1934,0090,161.89,4,2025-11-09T14:42:00Z,
A2150,0192,480.68,,2025-05-29T21:31:00Z,Refunded
A2539,0612,,3,2025-06-12T13:45:00Z,
A1136,0406,287.3,9,2025-03-30T08:57:00Z,PAID
A4973,0613,57.86,2,2025-02-12T02:16:00Z,Pending
A0553,0350,410.61,2,2025-02-23T12:23:00Z,refunded
A2552,0637,302.95,2,2025-05-24T08:20:00Z,paid
A3776,0223,404.84,9,2025-04-18T11:43:00Z,refund
A0382,0740,150.31,6,2025-06-26T12:35:00Z,refund
A1515,0599,,1,,Refunded
A1418,0956,30.75,8,2025-11-24T22:11:00Z,
A3407,0569,,4,2025-06-09T04:40:00Z,Refunded
A0770,0266,163.07,5,2025-02-01T14:45:00Z,refunded
A0935,0342,237.51,,2025-07-09T14:51:00Z,paid
A4317,0941,128.53,1,2025-01-31T13:59:00Z,Paid
A2839,0562,173.09,9,2025-10-11T00:02:00Z,Pending
A0793,0406,456.73,3,2025-05-01T19:10:00Z,Paid
A3373,0499,91.14,,2025-01-30T05:08:00Z,refunded
A2667,0187,497.78,9,2025-03-12T22:47:00Z,paid
A4044,0240,289.17,,2025-06-28T13:09:00Z,Paid
A3584,0004,204.06,5,2025-02-25T14:56:00Z,
A2233,0502,140.84,6,2025-03-31T05:54:00Z,Paid
A1188,0016,145.2,6,2025-05-27T14:27:00Z,Pending
A2722,0119,114.02,2,2025-02-06T06:33:00Z,paid
A4936,0337,292.72,8,2025-01-24T04:21:00Z,Pending
A4731,0620,196.05,8,2025-11-03T23:58:00Z,refund
A0488,0361,421.88,1,2025-09-27T14:39:00Z,paid
A2728,0396,38.77,4,2025-04-10T11:42:00Z,Refunded
A0575,0598,198.46,1,2025-02-17T13:57:00Z,PAID
A3299,0704,278.21,2,2025-11-05T01:13:00Z,Refunded
A2706,0993,66.64,2,2025-05-24T07:16:00Z,Paid
A1039,0500,493.82,,2025-11-06T18:53:00Z,Paid
A4376,0853,236.57,9,2025-06-15T17:08:00Z,Pending
A2428,0494,293.47,1,2025-02-15T13:42:00Z,Paid
A1056,0034,362.14,2,2025-01-05T20:30:00Z,refunded
A4175,0764,332.26,3,2025-05-21T02:49:00Z,paid
A4463,0209,494.27,1,2025-01-22T12:02:00Z,Refunded
A1443,0366,70.33,6,2025-05-14T04:50:00Z,paid
A4209,0659,494.32,5,2025-08-19T01:41:00Z,refunded
A1985,0486,368.33,5,2025-08-13T12:40:00Z,Pending
A4224,0518,437.58,3,2025-10-28T00:09:00Z,refund
A3608,0692,201.45,7,2025-04-05T03:29:00Z,refunded
A3037,0638,198.22,1,2025-05-22T01:44:00Z,
A2215,0074,170.59,8,2025-12-20T00:37:00Z,PAID
A2984,0641,194.78,2,2025-11-10T05:12:00Z,Paid
A3324,0599,298.73,3,2025-03-22T05:53:00Z,PAID
A0836,0150,331.84,2,2025-05-24T22:12:00Z,PAID
A3644,0376,237.75,5,2025-03-20T22:25:00Z,
A0428,0461,149.15,8,2025-04-24T22:35:00Z,Paid
A3272,0635,217.84,7,,Pending
A0055,0716,389.77,2,2025-01-15T17:51:00Z,refunded
A1754,0243,,8,2025-09-07T13:55:00Z,Paid
A1671,0972,346.07,,2025-06-17T23:22:00Z,paid
A3625,0272,354.56,8,2025-09-25T17:29:00Z,Paid
A2414,0863,244.54,5,2025-11-04T04:30:00Z,Pending
A2767,0768,131.6,2,2025-08-16T04:14:00Z,Refunded
A0601,0643,58.5,1,2025-07-13T00:53:00Z,PAID
A2586,0936,206.43,9,2025-09-17T15:56:00Z,refund
A3898,0092,,7,2025-03-15T22:10:00Z,PAID
A0527,0722,302.81,4,2025-05-11T16:35:00Z,Refunded
A2463,0542,87.94,3,2025-05-31T04:22:00Z,Pending
A2078,0328,376.72,4,,paid
A3832,0871,449.54,1,2025-04-16T14:07:00Z,Refunded
A0373,0107,310.04,6,2025-03-14T00:39:00Z,Refunded
A4987,0697,214.6,5,2025-06-30T15:49:00Z,PAID
A1512,0392,137.35,3,2025-03-31T10:23:00Z,Paid
A4086,0886,218.45,1,2025-11-03T08:03:00Z,
A2454,0460,20.5,4,2025-01-30T05:16:00Z,Paid
A4237,0069,397.69,8,2025-08-12T04:57:00Z,
A0055,0716,389.77,,2025-01-15T12:51:00Z,paid
A1302,0816,230.56,1,2025-12-03T23:15:00Z,refund
A3616,0137,479.88,5,2025-07-09T18:05:00Z,paid
A1190,0097,130.02,,2025-06-05T21:40:00Z,Pending
A4243,0067,148.27,9,,Refunded
A3008,0940,193.73,5,2025-03-01T02:08:00Z,Pending
A3687,0306,219.83,5,2025-03-13T22:25:00Z,Pending
A4141,0520,,6,2025-10-26T08:04:00Z,refunded
A2831,0297,289.07,4,2025-10-12T15:23:00Z,Pending
A2966,0009,223.45,3,2025-05-03T07:15:00Z,Pending
A3517,0736,101.73,2,2025-06-27T10:08:00Z,paid
A2050,0224,173.98,7,2025-06-09T18:21:00Z,refund
A1351,0328,293.7,6,2025-07-13T05:32:00Z,PAID
A0176,0246,424.04,,2025-11-01T11:33:00Z,refund
A0412,0257,349.88,5,2025-08-30T10:10:00Z,PAID
A2174,0501,360.86,3,2025-06-30T11:10:00Z,refunded
A1401,0855,432.47,2,2025-03-05T21:39:00Z,Refunded
A4565,0389,29.2,8,2025-04-23T12:10:00Z,Paid
A2495,0869,380.4,1,2025-08-12T09:52:00Z,refunded
A1161,0607,430.3,7,2025-07-19T01:23:00Z,refund
A1178,0810,176.81,5,2025-03-22T11:41:00Z,refund
A0626,0824,134.75,,2025-11-07T14:08:00Z,refund
A0187,0040,452.01,8,2025-04-27T00:55:00Z,
A1192,0550,,6,2025-10-17T10:37:00Z,Pending
A3186,0351,439.37,5,2025-04-21T11:08:00Z,refunded
A3292,0004,488.74,3,2025-10-23T14:25:00Z,refund
A3467,0904,64.51,,2025-04-24T18:44:00Z,refunded
A3426,0585,,9,2025-07-01T20:06:00Z,paid
A4558,0975,252.49,8,2025-04-12T23:30:00Z,Paid
A4311,0304,376.41,3,2025-07-16T20:41:00Z,Refunded
A2887,0901,94.15,8,2025-05-12T12:36:00Z,Paid
A2610,0300,435.86,4,2025-06-03T13:44:00Z,paid
A3775,0795,23.41,2,2025-10-14T15:29:00Z,Refunded
A0720,0672,55.38,4,2025-01-18T17:14:00Z,PAID
A3183,0220,419.21,7,2025-06-03T10:50:00Z,Pending
A0152,0072,,7,2025-01-29T16:38:00Z,refunded
A4896,0622,409.93,3,2025-07-08T06:33:00Z,Paid
A2227,0360,444.37,8,2025-05-16T07:51:00Z,PAID
A0030,0952,77.21,5,2025-11-13T11:56:00Z,PAID
A1931,0107,385.24,4,2025-08-23T11:53:00Z,refunded
A0322,0162,23.2,9,2025-10-27T02:23:00Z,Paid
A0773,0787,,6,2025-08-05T03:42:00Z,PAID
A1703,0696,496.54,6,2025-09-09T10:57:00Z,refunded
A0037,0299,330.39,,2025-04-19T05:54:00Z,refunded
A4914,0627,314.01,5,2025-12-22T20:01:00Z,refund
A0602,0984,383.41,7,2025-10-18T08:10:00Z,Paid
A1892,0576,19.95,7,2025-09-25T20:57:00Z,PAID
A0581,0056,416.48,6,2025-03-27T22:07:00Z,
A3672,0660,,,2025-02-26T10:34:00Z,Paid
A1669,0042,346.16,6,2025-07-05T04:12:00Z,refunded
A4967,0912,237.03,,2025-10-27T14:27:00Z,refunded
A0885,0364,472.18,3,2025-12-22T16:29:00Z,Paid
A0662,0375,,4,2025-04-25T06:07:00Z,refund
A1930,0857,22.23,4,2025-03-16T07:16:00Z,
A0057,0292,144.87,6,2025-01-29T22:39:00Z,refund
A3270,0841,172.35,9,2025-07-06T15:32:00Z,refunded
A4706,0457,,3,2025-11-20T00:25:00Z,Pending
A0774,0211,148.33,1,2025-08-02T18:28:00Z,Refunded
A0117,0210,218.17,6,2025-09-11T23:13:00Z,Paid
A2795,0966,443.28,6,2025-03-04T18:57:00Z,Pending
A3086,0017,59.13,5,2025-10-19T16:44:00Z,refund
A2555,0268,16.78,3,,Paid
A2770,0230,124.29,2,2025-01-25T22:27:00Z,refund
A0190,0849,86.07,6,2025-07-28T00:01:00Z,refunded
A1843,0682,402.91,9,2025-10-07T18:17:00Z,Refunded
A2225,0296,63.92,4,2025-06-18T03:50:00Z,PAID
A3873,0103,117.52,4,2025-12-17T12:44:00Z,Refunded
A2100,0009,,3,2025-01-17T17:15:00Z,PAID
A3657,0791,240.65,7,2025-03-04T03:35:00Z,refunded
A3491,0365,404.48,7,,Refunded
A4247,0858,431.18,1,,Pending
A2852,0049,495.32,,2025-01-06T13:00:00Z,refund
A2805,0992,,5,2025-07-22T04:03:00Z,paid
A0112,0817,106.55,3,2025-03-10T21:26:00Z,PAID
A2511,0077,393.35,8,2025-10-14T12:56:00Z,Paid
A3834,0124,68.81,5,2025-04-21T19:37:00Z,Paid
A2774,0202,462.49,4,2025-10-17T19:15:00Z,Pending
A3986,0456,340.01,5,2025-04-10T22:05:00Z,Refunded
A1374,0209,440.28,,2025-12-22T17:39:00Z,
A2158,0154,,8,2025-10-04T07:49:00Z,Pending
A0095,0289,433.65,3,2025-03-13T08:29:00Z,
A0121,0237,275.45,5,2025-11-08T13:04:00Z,refunded
A2468,0264,222.95,9,2025-01-14T01:25:00Z,PAID
A0726,0609,432.32,6,2025-02-01T02:02:00Z,
A0084,0739,320.94,6,2025-07-27T15:53:00Z,refunded
A4698,0806,272.44,6,2025-01-30T13:41:00Z,
A4658,0649,120.29,8,2025-09-17T06:19:00Z,refunded
A3202,0540,406.76,8,,refunded
A4733,0400,,9,2025-08-20T08:24:00Z,Paid
A4272,0487,349.74,4,2025-01-04T06:29:00Z,Refunded
A4312,0870,161.18,8,2025-06-28T02:44:00Z,Paid
A0702,0840,46.6,4,2025-07-26T09:08:00Z,refunded
A4193,0405,230.65,7,,paid
A0024,0531,430.35,4,2025-05-18T20:11:00Z,refunded
A4516,0215,393.53,1,2025-04-07T20:03:00Z,PAID
A1382,0239,92.3,6,,Paid
A2505,0606,,5,2025-02-20T16:28:00Z,Refunded
A1798,0680,172.71,4,2025-12-05T04:20:00Z,refund
A0782,0419,160.71,,2025-04-27T01:59:00Z,Paid
A1537,0601,296.93,1,2025-07-18T21:36:00Z,refunded
